"species","year","cum_species"
"Brachythecium plumosum",1877,904
"Mitchella repens",1877,904
"Brachythecium acuminatum",1877,904
"Veronica arvensis",1877,904
"Mentha canadensis",1877,904
"Sceptridium ternatum",1877,904
"Lepidium densiflorum",1877,904
"Melilotus albus",1877,904
"Sceptridium dissectum",1877,904
"Rauiella scita",1877,904
"Dolichonyx oryzivorus",1877,904
"Thamnolia vermicularis",1877,904
"Adlumia fungosa",1877,904
"Saxifraga paniculata",1877,904
"Saxifraga oppositifolia",1877,904
"Huperzia selago",1877,904
"Cypripedium arietinum",1877,904
"Glyceria melicaria",1877,904
"Marrubium vulgare",1877,904
"Cystopteris fragilis",1877,904
"Boechera grahamii",1877,904
"Vaccinium vitis-idaea",1877,904
"Rhus aromatica",1877,904
"Vaccinium oxycoccos",1877,904
"Asplenium rhizophyllum",1877,904
"Asplenium trichomanes",1877,904
"Dactylis glomerata",1877,904
"Rhytidiadelphus triquetrus",1877,904
"Astragalus canadensis",1877,904
"Vaccinium myrtilloides",1877,904
"Salix planifolia",1877,904
"Betula populifolia",1877,904
"Salix humilis",1877,904
"Salix eriocephala",1877,904
"Malva moschata",1877,904
"Leucobryum albidum",1877,904
"Lecanora albella",1878,1155
"Bolboschoenus fluviatilis",1878,1155
"Setophaga pensylvanica",1878,1155
"Sporobolus neglectus",1878,1155
"Setophaga magnolia",1878,1155
"Setophaga fusca",1878,1155
"Acer platanoides",1878,1155
"Najas flexilis",1878,1155
"Sporobolus vaginiflorus",1878,1155
"Setophaga castanea",1878,1155
"Setophaga caerulescens",1878,1155
"Setophaga americana",1878,1155
"Chimaphila umbellata",1878,1155
"Corydalis aurea",1878,1155
"Ribes glandulosum",1878,1155
"Maronea constans",1878,1155
"Carex haydenii",1878,1155
"Carex hirsutella",1878,1155
"Betula alleghaniensis",1878,1155
"Calamagrostis stricta",1878,1155
"Hygroamblystegium tenax",1878,1155
"Orthilia secunda",1878,1155
"Staphylea trifolia",1878,1155
"Carex laxiculmis",1878,1155
"Lespedeza violacea",1878,1155
"Orthotrichum anomalum",1878,1155
"Carex lupuliformis",1878,1155
"Helictotrichon pratense",1878,1155
"Punctelia borreri",1878,1155
"Orthotrichum cupulatum",1878,1155
"Lecanora subfusca",1878,1155
"Viburnum lantanoides",1878,1155
"Trillium grandiflorum",1878,1155
"Asclepias syriaca",1878,1155
"Carex oligocarpa",1878,1155
"Leptogium hirsutum",1878,1155
"Myiarchus crinitus",1878,1155
"Buteo platypterus",1878,1155
"Ribes lacustre",1878,1155
"Leptogium saturninum",1878,1155
"Mycoporum compositum",1878,1155
"Parnassia glauca",1878,1155
"Pycnanthemum virginianum",1878,1155
"Halenia deflexa",1878,1155
"Vahliella leucophaea",1878,1155
"Stereocaulon tomentosum",1878,1155
"Barbarea stricta",1878,1155
"Muhlenbergia schreberi",1878,1155
"Physcia stellaris",1878,1155
"Danthonia spicata",1878,1155
"Carex prasina",1878,1155
"Galium kamtschaticum",1878,1155
"Sanicula trifoliata",1878,1155
"Muhlenbergia glomerata",1878,1155
"Zannichellia palustris",1878,1155
"Scytinium pulvinatum",1878,1155
"Scytinium lichenoides",1878,1155
"Lecidea enteroleuca",1878,1155
"Stictis urceolata",1878,1155
"Equisetum arvense",1878,1155
"Scutellaria lateriflora",1878,1155
"Xanthoparmelia conspersa",1878,1155
"Geum canadense",1878,1155
"Dulichium arundinaceum",1878,1155
"Parthenocissus vitacea",1878,1155
"Piranga olivacea",1878,1155
"Oryzopsis asperifolia",1878,1155
"Pyrenula nitida",1878,1155
"Lecidea exigua",1878,1155
"Loxia leucoptera",1878,1155
"Houstonia caerulea",1878,1155
"Loeskeobryum brevirostre",1878,1155
"Moehringia lateriflora",1878,1155
"Equisetum sylvaticum",1878,1155
"Equisetum trachyodon",1878,1155
"Cladonia cornuta",1878,1155
"Lupinus perennis",1878,1155
"Pinus resinosa",1878,1155
"Carex tonsa",1878,1155
"Equisetum variegatum",1878,1155
"Carex typhina",1878,1155
"Blastenia ferruginea",1878,1155
"Cladonia cristatella",1878,1155
"Utricularia macrorhiza",1878,1155
"Hyssopus officinalis",1878,1155
"Galium trifidum",1878,1155
"Rorippa aquatica",1878,1155
"Luzula acuminata",1878,1155
"Luzula multiflora",1878,1155
"Fraxinus pennsylvanica",1878,1155
"Pedicularis canadensis",1878,1155
"Dryopteris carthusiana",1878,1155
"Parietaria pensylvanica",1878,1155
"Usnea barbata",1878,1155
"Arctostaphylos uva-ursi",1878,1155
"Scirpus microcarpus",1878,1155
"Eriophorum gracile",1878,1155
"Parmelia saxatilis",1878,1155
"Braya humilis",1878,1155
"Amelanchier bartramiana",1878,1155
"Polyblastidium hypoleucum",1878,1155
"Gratiola virginiana",1878,1155
"Sabulina michauxii",1878,1155
"Veronica scutellata",1878,1155
"Polemonium vanbruntiae",1878,1155
"Dipsacus fullonum",1878,1155
"Symphyotrichum boreale",1878,1155
"Scirpus atrovirens",1878,1155
"Leiothlypis peregrina",1878,1155
"Luzula pilosa",1878,1155
"Catinaria atropurpurea",1878,1155
"Umbilicaria mammulata",1878,1155
"Quercus muehlenbergii",1878,1155
"Podilymbus podiceps",1878,1155
"Lysimachia quadriflora",1878,1155
"Bacidia rubella",1878,1155
"Symphyotrichum lateriflorum",1878,1155
"Decodon verticillatus",1878,1155
"Uvularia grandiflora",1878,1155
"Fagus grandifolia",1878,1155
"Salix alba",1878,1155
"Milium effusum",1878,1155
"Dendrolycopodium obscurum",1878,1155
"Ramalina fraxinea",1878,1155
"Draba incana",1878,1155
"Bidens frondosa",1878,1155
"Schizachne purpurascens",1878,1155
"Amaranthus tuberculatus",1878,1155
"Cyanocitta cristata",1878,1155
"Verbena urticifolia",1878,1155
"Peltandra virginica",1878,1155
"Draba cana",1878,1155
"Bidens connata",1878,1155
"Ranunculus longirostris",1878,1155
"Menispermum canadense",1878,1155
"Aristida dichotoma",1878,1155
"Symphyotrichum undulatum",1878,1155
"Peltigera canina",1878,1155
"Hylotelephium telephioides",1878,1155
"Malva verticillata",1878,1155
"Sceptridium rugulosum",1878,1155
"Platismatia norvegica",1878,1155
"Sceptridium multifidum",1878,1155
"Varicellaria velata",1878,1155
"Hydrocotyle americana",1878,1155
"Dendrolycopodium hickeyi",1878,1155
"Parkesia noveboracensis",1878,1155
"Platanus occidentalis",1878,1155
"Melanerpes erythrocephalus",1878,1155
"Platanthera orbiculata",1878,1155
"Glyceria borealis",1878,1155
"Phalaris arundinacea",1878,1155
"Lepra multipuncta",1878,1155
"Athyrium filix-femina",1878,1155
"Glyceria grandis",1878,1155
"Triadenum fraseri",1878,1155
"Hylocomiastrum umbratum",1878,1155
"Potamogeton epihydrus",1878,1155
"Picoides villosus",1878,1155
"Nuphar microphylla",1878,1155
"Eleocharis ovata",1878,1155
"Potamogeton friesii",1878,1155
"Cyperus esculentus",1878,1155
"Nuphar variegata",1878,1155
"Candelaria concolor",1878,1155
"Sorbus scopulina",1878,1155
"Nymphaea odorata",1878,1155
"Platanthera hyperborea",1878,1155
"Elodea canadensis",1878,1155
"Comarum palustre",1878,1155
"Populus nigra",1878,1155
"Geocaulon lividum",1878,1155
"Oclemena acuminata",1878,1155
"Floerkea proserpinacoides",1878,1155
"Lilium philadelphicum",1878,1155
"Panicum latifolium",1878,1155
"Oenothera biennis",1878,1155
"Cardamine maxima",1878,1155
"Potamogeton praelongus",1878,1155
"Potamogeton pusillus",1878,1155
"Solidago juncea",1878,1155
"Viola sagittata",1878,1155
"Anemonastrum canadense",1878,1155
"Eurybia macrophylla",1878,1155
"Andromeda polifolia",1878,1155
"Lactuca canadensis",1878,1155
"Solidago flexicaulis",1878,1155
"Carex arcta",1878,1155
"Solidago caesia",1878,1155
"Polyozosia hagenii",1878,1155
"Eurybia divaricata",1878,1155
"Potamogeton spirillus",1878,1155
"Cyperus strigosus",1878,1155
"Parmelina tiliacea",1878,1155
"Hieracium umbellatum",1878,1155
"Carex bebbii",1878,1155
"Potamogeton zosteriformis",1878,1155
"Carex blanda",1878,1155
"Panicum linearifolium",1878,1155
"Vireo olivaceus",1878,1155
"Solanum villosum",1878,1155
"Plantago rugelii",1878,1155
"Anthoxanthum monticola",1878,1155
"Viridothelium virens",1878,1155
"Carex conoidea",1878,1155
"Viola blanda",1878,1155
"Carex cristatella",1878,1155
"Ricasolia quercizans",1878,1155
"Hamamelis virginiana",1878,1155
"Juniperus virginiana",1878,1155
"Carex deflexa",1878,1155
"Carex dianae",1878,1155
"Didymodon fallax",1878,1155
"Contopus cooperi",1878,1155
"Protoparmeliopsis muralis",1878,1155
"Tilia americana",1878,1155
"Prunus americana",1878,1155
"Sitta carolinensis",1878,1155
"Prunus pensylvanica",1878,1155
"Plantago major",1878,1155
"Sphinctrina leucopoda",1878,1155
"Carex echinata",1878,1155
"Toxicodendron vernix",1878,1155
"Gaultheria procumbens",1878,1155
"Ulmus procera",1878,1155
"Huperzia josephbeitelii",1878,1155
"Agrostis capillaris",1878,1155
"Antrostomus vociferus",1878,1155
"Sinapis arvensis",1878,1155
"Echium vulgare",1878,1155
"Geranium robertianum",1878,1155
"Juncus canadensis",1878,1155
"Pseudognaphalium macounii",1878,1155
"Graphephorum melicoides",1878,1155
"Persicaria lapathifolia",1878,1155
"Fallopia convolvulus",1878,1155
"Echinocystis lobata",1878,1155
"Trisetum spicatum",1878,1155
"Malva sylvestris",1878,1155
"Ribes cynosbati",1878,1155
"Carex formosa",1878,1155
"Taxus canadensis",1878,1155
"Lysimachia terrestris",1878,1155
"Meesia triquetra",1878,1155
"Persicaria hydropiperoides",1878,1155
"Funaria hygrometrica",1878,1155
"Triosteum aurantiacum",1878,1155
"Pheucticus ludovicianus",1878,1155
"Vicia cracca",1878,1155
"Glyceria striata",1878,1155
"Carex grayi",1878,1155
"Toxostoma rufum",1879,1381
"Toxicodendron radicans",1879,1381
"Toxicodendron pubescens",1879,1381
"Heteranthera dubia",1879,1381
"Trapeliopsis viridescens",1879,1381
"Traponora varians",1879,1381
"Alisma triviale",1879,1381
"Agrimonia gryposepala",1879,1381
"Triadenum virginicum",1879,1381
"Alyxoria varia",1879,1381
"Amandinea punctata",1879,1381
"Taenidia integerrima",1879,1381
"Symphyotrichum urophyllum",1879,1381
"Amaranthus caudatus",1879,1381
"Amaranthus cruentus",1879,1381
"Symphyotrichum novae-angliae",1879,1381
"Amaranthus retroflexus",1879,1381
"Hypericum ellipticum",1879,1381
"Ambrosia artemisiifolia",1879,1381
"Amelanchier humilis",1879,1381
"Eriocaulon aquaticum",1879,1381
"Erigeron pulchellus",1879,1381
"Equisetum litorale",1879,1381
"Straminella varia",1879,1381
"Trifolium aureum",1879,1381
"Ilex verticillata",1879,1381
"Stereocaulon pileatum",1879,1381
"Inoderma epigaeum",1879,1381
"Anaptychia runcinata",1879,1381
"Isoetes riparia",1879,1381
"Sporobolus pumilus",1879,1381
"Juncus alpinoarticulatus",1879,1381
"Spirodela polyrhiza",1879,1381
"Andreaea rupestris",1879,1381
"Spiraea tomentosa",1879,1381
"Spiraea alba",1879,1381
"Juncus effusus",1879,1381
"Juncus pylaei",1879,1381
"Knautia arvensis",1879,1381
"Enchylium tenax",1879,1381
"Enchylium conglomeratum",1879,1381
"Anemone quinquefolia",1879,1381
"Sparganium eurycarpum",1879,1381
"Elymus hystrix",1879,1381
"Eleocharis palustris",1879,1381
"Sonchus asper",1879,1381
"Solorina saccata",1879,1381
"Solidago stricta",1879,1381
"Solidago puberula",1879,1381
"Solidago nemoralis",1879,1381
"Antennaria howellii",1879,1381
"Lactuca biennis",1879,1381
"Lamium maculatum",1879,1381
"Lathyrus ochroleucus",1879,1381
"Aphyllon uniflorum",1879,1381
"Ulota crispa",1879,1381
"Lecanora frustulosa",1879,1381
"Apocynum cannabinum",1879,1381
"Lecanora polytropa",1879,1381
"Selaginella rupestris",1879,1381
"Sedum acre",1879,1381
"Lecidea contigua",1879,1381
"Dryopteris triploidea",1879,1381
"Umbilicaria arctica",1879,1381
"Sclerophora pallida",1879,1381
"Lecidea myriocarpoides",1879,1381
"Dryopteris goldiana x intermedia",1879,1381
"Dryopteris goldiana",1879,1381
"Dryopteris cristata",1879,1381
"Dryopteris boottii",1879,1381
"Lecidea turgidula",1879,1381
"Scirpus atrocinctus",1879,1381
"Leprantha cinereopruinosa",1879,1381
"Arthonia patellulata",1879,1381
"Arthonia punctiformis",1879,1381
"Arthonia radiata",1879,1381
"Arthothelium spectabile",1879,1381
"Saxifraga aizoides",1879,1381
"Leptogium cyanescens",1879,1381
"Asparagus officinalis",1879,1381
"Aspicilia cinerea",1879,1381
"Evernia mesomorpha",1879,1381
"Gratiola aurea",1879,1381
"Sagittaria graminea",1879,1381
"Sabulina rubella",1879,1381
"Lichenomphalia hudsoniana",1879,1381
"Linaria vulgaris",1879,1381
"Bacidia bagliettoana",1879,1381
"Usnocetraria oakesiana",1879,1381
"Lobelia spicata",1879,1381
"Lonicera dioica",1879,1381
"Lonicera hirsuta",1879,1381
"Diatrype angularis",1879,1381
"Loxospora elatina",1879,1381
"Loxospora ochrophaea",1879,1381
"Luzula spicata",1879,1381
"Bazzania trilobata",1879,1381
"Rumex verticillatus",1879,1381
"Zanthoxylum americanum",1879,1381
"Rumex britannica",1879,1381
"Rudbeckia laciniata",1879,1381
"Rubus occidentalis",1879,1381
"Rubus idaeus",1879,1381
"Rubus hispidus",1879,1381
"Rosa palustris",1879,1381
"Robinia pseudoacacia",1879,1381
"Lysimachia quadrifolia",1879,1381
"Lysimachia thyrsiflora",1879,1381
"Berberis vulgaris",1879,1381
"Danthonia compressa",1879,1381
"Ribes triste",1879,1381
"Dalibarda repens",1879,1381
"Gnaphalium uliginosum",1879,1381
"Rhynchospora alba",1879,1381
"Vaccinium pallidum",1879,1381
"Rhododendron prinophyllum",1879,1381
"Rhododendron groenlandicum",1879,1381
"Matteuccia struthiopteris",1879,1381
"Medicago lupulina",1879,1381
"Cyphelium tigillare",1879,1381
"Cyperus squarrosus",1879,1381
"Cyperus lupulinus",1879,1381
"Melanelia commixta",1879,1381
"Verbascum thapsus",1879,1381
"Ranunculus hispidus",1879,1381
"Veronica americana",1879,1381
"Cuscuta gronovii",1879,1381
"Ramboldia elabens",1879,1381
"Ramalina calicaris",1879,1381
"Geum rivale",1879,1381
"Quercus saulii",1879,1381
"Quercus montana",1879,1381
"Quercus bicolor",1879,1381
"Quercus bebbiana",1879,1381
"Bromus ciliatus",1879,1381
"Festuca subverticillata",1879,1381
"Festuca valesiaca",1879,1381
"Pyrola americana",1879,1381
"Monarda fistulosa",1879,1381
"Pyrenula laevigata",1879,1381
"Buellia geographica",1879,1381
"Crataegus macrosperma",1879,1381
"Crataegus coccinea",1879,1381
"Muhlenbergia uniflora",1879,1381
"Mycocalicium subtile",1879,1381
"Myosotis verna",1879,1381
"Viburnum nudum",1879,1381
"Calicium lenticulare",1879,1381
"Calicium lucidum",1879,1381
"Calicium trabinellum",1879,1381
"Naetrocymbe punctiformis",1879,1381
"Viburnum recognitum",1879,1381
"Cornus rugosa",1879,1381
"Cornus racemosa",1879,1381
"Cornus canadensis",1879,1381
"Cornus amomum",1879,1381
"Nephroma laevigatum",1879,1381
"Nephromopsis aurescens",1879,1381
"Coptis trifolia",1879,1381
"Prunus virginiana",1879,1381
"Prunella vulgaris",1879,1381
"Conopholis americana",1879,1381
"Potentilla simplex",1879,1381
"Potentilla norvegica",1879,1381
"Calystegia spithamaea",1879,1381
"Potentilla argentea",1879,1381
"Geranium maculatum",1879,1381
"Campanula rotundifolia",1879,1381
"Nuphar advena",1879,1381
"Porpidia macrocarpa",1879,1381
"Porpidia albocaerulescens",1879,1381
"Nuphar rubrodisca",1879,1381
"Candelariella vitellina",1879,1381
"Cardamine dentata",1879,1381
"Oenothera parviflora",1879,1381
"Cardamine pratensis",1879,1381
"Polypodium vulgare",1879,1381
"Viola selkirkii",1879,1381
"Opegrapha diffracticola",1879,1381
"Vitis aestivalis",1879,1381
"Carex complanata",1879,1381
"Ophioglossum pusillum",1879,1381
"Gaylussacia baccata",1879,1381
"Polygonum aviculare",1879,1381
"Vulpicida juniperinus",1879,1381
"Ornithogalum umbellatum",1879,1381
"Carex livida",1879,1381
"Orthotrichum lescurii",1879,1381
"Carex muricata",1879,1381
"Orthotrichum ohioense",1879,1381
"Acer negundo",1879,1381
"Gallinula chloropus",1879,1381
"Galium triflorum",1879,1381
"Carex sterilis",1879,1381
"Polygala polygama",1879,1381
"Carya alba",1879,1381
"Carya ovata",1879,1381
"Galium lanceolatum",1879,1381
"Ostrya virginiana",1879,1381
"Castanea sativa",1879,1381
"Acer nigrum",1879,1381
"Pohlia elongata",1879,1381
"Acer saccharum",1879,1381
"Pogonatum pensilvanicum",1879,1381
"Acer rubrum",1879,1381
"Clinopodium vulgare",1879,1381
"Phaeocalicium curtisii",1879,1381
"Packera paupercula",1879,1381
"Plectocarpon lichenum",1879,1381
"Panicum clandestinum",1879,1381
"Plantago americana",1879,1381
"Pannaria rubiginosa",1879,1381
"Cladonia pleurota",1879,1381
"Cladonia phyllophora",1879,1381
"Parmelia omphalodes",1879,1381
"Pinus strobus",1879,1381
"Parmelia squarrosa",1879,1381
"Pilosella aurantiaca",1879,1381
"Cirsium vulgare",1879,1381
"Chara vulgaris",1879,1381
"Physcia caesia",1879,1381
"Chelone glabra",1879,1381
"Peltigera aphthosa",1879,1381
"Penstemon hirsutus",1879,1381
"Phoma albistrata",1879,1381
"Euphorbia helioscopia",1879,1381
"Sphagnum palustre",1880,1555
"Pseudoleskeella nervosa",1880,1555
"Eurhynchiastrum pulchellum",1880,1555
"Dicranum fuscescens",1880,1555
"Distichium capillaceum",1880,1555
"Rhabdoweisia crispata",1880,1555
"Dicranum bonjeanii",1880,1555
"Golovinomyces hydrophyllacearum",1880,1555
"Sphagnum squarrosum",1880,1555
"Frullania virginica",1880,1555
"Gymnostomum aeruginosum",1880,1555
"Thuidium recognitum",1880,1555
"Campylium radicale",1880,1555
"Epilobium latifolium",1880,1555
"Bazzania tricrenata",1880,1555
"Deschampsia cespitosa",1880,1555
"Hygroamblystegium fluviatile",1880,1555
"Nepeta cataria",1880,1555
"Cynodontium tenellum",1880,1555
"Sphagnum subfulvum",1880,1555
"Frullania eboracensis",1880,1555
"Glyceria canadensis",1880,1555
"Scapania nemorea",1880,1555
"Fuscocephaloziopsis connivens",1880,1555
"Psora rubiformis",1880,1555
"Armoracia rusticana",1880,1555
"Haplocladium microphyllum",1880,1555
"Baeomyces byssoides",1880,1555
"Campylium stellatum",1880,1555
"Ranunculus reptans",1880,1555
"Sicyos angulatus",1880,1555
"Hamatocaulis vernicosus",1880,1555
"Veratrum viride",1880,1555
"Lolium pratense",1880,1555
"Callitriche palustris",1880,1555
"Hygroamblystegium varium",1880,1555
"Peltigera venosa",1880,1555
"Anchistea virginica",1880,1555
"Thelidium fontigenum",1880,1555
"Ionactis linariifolia",1880,1555
"Schistidium dupretii",1880,1555
"Schistidium rivulare",1880,1555
"Picoides arcticus",1880,1555
"Leskeella nervosa",1880,1555
"Lophozia ventricosa",1880,1555
"Potamogeton foliosus",1880,1555
"Thelidium incavatum",1880,1555
"Trichocolea tomentella",1880,1555
"Leucodon brachypus",1880,1555
"Helodium paludosum",1880,1555
"Metzgeria conjugata",1880,1555
"Paraleucobryum longifolium",1880,1555
"Cerastium nutans",1880,1555
"Ulota coarctata",1880,1555
"Fontinalis dalecarlica",1880,1555
"Metzgeria furcata",1880,1555
"Eleocharis flavescens",1880,1555
"Hylocomiastrum pyrenaicum",1880,1555
"Schizachyrium scoparium",1880,1555
"Herzogiella striatella",1880,1555
"Platanthera lacera",1880,1555
"Brachythecium acutum",1880,1555
"Anomobryum julaceum",1880,1555
"Centaurea jacea",1880,1555
"Veronica longifolia",1880,1555
"Veronica officinalis",1880,1555
"Drepanocladus aduncus",1880,1555
"Platydictya confervoides",1880,1555
"Brachythecium reflexum",1880,1555
"Brachythecium rivulare",1880,1555
"Brachythecium rutabulum",1880,1555
"Protoblastenia rupestris",1880,1555
"Sphagnum fuscum",1880,1555
"Veronica peregrina",1880,1555
"Platyhypnidium riparioides",1880,1555
"Racomitrium microcarpum",1880,1555
"Racomitrium heterostichum",1880,1555
"Racomitrium fasciculare",1880,1555
"Racomitrium canescens",1880,1555
"Racomitrium aciculare",1880,1555
"Xylographa parallela",1880,1555
"Panax trifolius",1880,1555
"Puccinia caricina",1880,1555
"Drummondia prorepens",1880,1555
"Leskea polycarpa",1880,1555
"Malaxis monophyllos",1880,1555
"Hibiscus trionum",1880,1555
"Briza media",1880,1555
"Packera schweinitziana",1880,1555
